question,expected_answer,generated_answer,retrieved_docs,expected_docs,response_time,retrieval_count,difficulty,AnswerEvaluator_exact_match,AnswerEvaluator_sequence_similarity,AnswerEvaluator_word_overlap,AnswerEvaluator_answer_length_ratio,AnswerEvaluator_keyword_match,AnswerEvaluator_semantic_similarity,AnswerEvaluator_faithfulness,RetrievalEvaluator_context_match,RetrievalEvaluator_mean_reciprocal_rank,RetrievalEvaluator_recall_at_3,RetrievalEvaluator_recall_at_5,RetrievalEvaluator_recall_at_10,RetrievalEvaluator_precision_at_20,PerformanceEvaluator_response_time_score,PerformanceEvaluator_retrieval_waste,PerformanceEvaluator_answer_provided
What did John do with the pigeons after the house fire?,John fed crumbs from a stale sandwich to pigeons after the house fire.,"John sat on a bench in the local park, feeding pigeons crumbs from a stale sandwich he'd forgotten i...","the-calm-storm-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-wedding-that-wasnt.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-last-book.txt, the-uninvited-guest.txt, the-ordinary-tuesday.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-library-of-small-disappointments.txt, the-quiet-clockwork-of-john-doe.txt, the-library-of-small-disappointments.txt",the-calm-storm-of-john-doe.txt,12.207841873168945,15,easy,0.0,0.5222222222222223,0.3333333333333333,1.6153846153846154,0.6666666666666666,0.7942101311472592,1.0,1.0,1.0,1.0,1.0,1.0,0.13333333333333333,0,0.9333333333333333,1.0
What type of clocks did John start collecting after the fire?,John started collecting digital clocks after the fire.,The provided context does not explicitly state what type of clocks John started collecting after the...,"the-calm-storm-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-last-book.txt, the-uninvited-guest.txt, the-wedding-that-wasnt.txt, the-ordinary-tuesday.txt, the-library-of-small-disappointments.txt, the-uninvited-guest.txt, the-library-of-small-disappointments.txt, the-absurd-adolescence-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt",the-calm-storm-of-john-doe.txt,11.649616718292236,15,easy,0.0,0.2546816479400749,0.25806451612903225,2.0,1.0,0.8511590151486046,1.0,1.0,1.0,1.0,1.0,1.0,0.13333333333333333,0,0.9333333333333333,1.0
What book was John packing last in the archive?,John was packing a 17th-century edition of Montaigne’s Essays last.,The context mentions that John spent the last three weeks of the archive's open life packing volumes...,"the-last-book.txt, the-ordinary-tuesday.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-library-of-small-disappointments.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-wedding-that-wasnt.txt, the-library-of-small-disappointments.txt, the-quiet-clockwork-of-john-doe.txt",the-last-book.txt,13.42963457107544,15,easy,0.0,0.22779043280182232,0.15555555555555556,2.0,0.7142857142857143,0.7816370621833681,0.25,1.0,1.0,1.0,1.0,1.0,0.06666666666666667,0,0.9333333333333333,1.0
What phrase was in the last book John packed?,The phrase 'Que sçay-je?' (What do I know?) was in the last book.,The provided context mentions that inside the last carton John packed was a 17th-century edition of ...,"the-last-book.txt, the-ordinary-tuesday.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-wedding-that-wasnt.txt, the-calm-storm-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-library-of-small-disappointments.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-library-of-small-disappointments.txt, the-uninvited-guest.txt",the-last-book.txt,13.072901964187622,15,easy,0.0,0.24,0.1282051282051282,2.0,0.2857142857142857,0.7979530767682562,1.0,1.0,1.0,1.0,1.0,1.0,0.06666666666666667,0,0.9333333333333333,1.0
How long did John spend packing volumes in the archive?,John spent the last three weeks packing volumes in the archive.,"The context mentions that John spent ""the last three weeks"" of the archive's open life packing volum...","the-last-book.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-library-of-small-disappointments.txt, the-library-of-small-disappointments.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-wedding-that-wasnt.txt",the-last-book.txt,12.543690919876099,15,easy,0.0,0.375,0.20588235294117646,2.0,0.875,0.7101441448468255,1.0,1.0,1.0,1.0,1.0,1.0,0.06666666666666667,0,0.9333333333333333,1.0
What did John keep from the archive as a private act?,John kept the call number of Montaigne’s Essays as a private act.,"The provided context does not contain information to answer this question about ""The Calm Storm of J...","the-last-book.txt, the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-library-of-small-disappointments.txt, the-library-of-small-disappointments.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt, the-wedding-that-wasnt.txt, the-uninvited-guest.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt",the-last-book.txt,13.452708959579468,15,easy,0.0,0.2961038961038961,0.1875,2.0,0.75,0.7578732804512356,0.0,1.0,1.0,1.0,1.0,1.0,0.06666666666666667,0,0.9333333333333333,1.0
Who was the head librarian at Evergreen Public Library?,Mrs. Hargrove was the head librarian at Evergreen Public Library.,Mrs. Hargrove was the head librarian at Evergreen Public Library.,"the-library-of-small-disappointments.txt, the-library-of-small-disappointments.txt, the-last-book.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-wedding-that-wasnt.txt, the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt",the-library-of-small-disappointments.txt,12.275338649749756,15,easy,1.0,1.0,1.0,1.0,1.0,1.0000000000000013,1.0,1.0,1.0,1.0,1.0,1.0,0.13333333333333333,0,0.9333333333333333,1.0
How many positions were eliminated at the library?,Three positions were eliminated at the library.,"The head librarian, Mrs. Hargrove—a woman who treated overdue fines with the gravity of internationa...","the-library-of-small-disappointments.txt, the-last-book.txt, the-library-of-small-disappointments.txt, the-calm-storm-of-john-doe.txt, the-ordinary-tuesday.txt, the-uninvited-guest.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-wedding-that-wasnt.txt, the-absurd-adolescence-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt",the-library-of-small-disappointments.txt,14.097718954086304,15,easy,0.0,0.025134649910233394,0.02531645569620253,2.0,0.6,0.6878855754006898,1.0,1.0,1.0,1.0,1.0,1.0,0.13333333333333333,0,0.9333333333333333,1.0
What was the rare-book dealer's unusual requirement?,The rare-book dealer required a handwritten essay on why dust is noble.,The rare-book dealer required applicants to submit a handwritten essay on why dust is noble.,"the-library-of-small-disappointments.txt, the-ordinary-tuesday.txt, the-library-of-small-disappointments.txt, the-last-book.txt, the-wedding-that-wasnt.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt",the-library-of-small-disappointments.txt,12.467197179794312,15,easy,0.0,0.8711656441717791,0.8,1.25,1.0,0.961191191895858,1.0,1.0,1.0,1.0,1.0,1.0,0.13333333333333333,0,0.9333333333333333,1.0
What did John note about dust in his new job?,John decided that the dust was rather noble in his new job.,The provided context does not contain information on what John noted about dust in his new job as ca...,"the-library-of-small-disappointments.txt, the-library-of-small-disappointments.txt, the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-last-book.txt, the-wedding-that-wasnt.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt",the-library-of-small-disappointments.txt,13.203232288360596,15,easy,0.0,0.13953488372093023,0.25,2.0,0.8571428571428571,0.81647182429121,1.0,1.0,1.0,1.0,1.0,1.0,0.13333333333333333,0,0.9333333333333333,1.0
How did John react to the school bus accident compared to others?,"While others were shaken and counselors offered group hugs, John reacted with philosophical detachme...","The provided context mentions that when the school bus accident occurred, chaos ensued with screams,...","the-absurd-adolescence-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-ordinary-tuesday.txt, the-uninvited-guest.txt, the-wedding-that-wasnt.txt, the-library-of-small-disappointments.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-last-book.txt, the-uninvited-guest.txt, the-library-of-small-disappointments.txt",the-absurd-adolescence-of-john-doe.txt,15.171202182769775,15,medium,0.0,0.15701668302257116,0.1271186440677966,2.0,0.46153846153846156,0.7454364085029233,1.0,1.0,1.0,1.0,1.0,1.0,0.13333333333333333,0,0.9333333333333333,1.0
How did John react when his house burned down?,"He remained calm and philosophical, saying 'it seems the house has decided to retire early' and noti...","John reacted calmly. He stood outside his burning house, watching the flames with a sense of detachm...","the-calm-storm-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-wedding-that-wasnt.txt, the-absurd-adolescence-of-john-doe.txt, the-ordinary-tuesday.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt, the-last-book.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-library-of-small-disappointments.txt, the-library-of-small-disappointments.txt",the-calm-storm-of-john-doe.txt,13.878971099853516,15,medium,0.0,0.09140767824497258,0.17142857142857143,2.0,0.3,0.8075346954487629,1.0,1.0,1.0,1.0,1.0,1.0,0.13333333333333333,0,0.9333333333333333,1.0
Why did the university archive close and what book was John packing last?,The university decided to digitize everything and close the physical stacks. The last book John pack...,The university archive closed because the university decided to digitize everything and close the ph...,"the-last-book.txt, the-ordinary-tuesday.txt, the-library-of-small-disappointments.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-library-of-small-disappointments.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-wedding-that-wasnt.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt",the-last-book.txt,13.646411180496216,15,medium,0.0,0.44776119402985076,0.31666666666666665,1.75,0.7142857142857143,0.8140841589585082,1.0,1.0,1.0,1.0,1.0,1.0,0.06666666666666667,0,0.9333333333333333,1.0
What settlement notice did John receive when he was 53?,A class-action settlement from a chemical plant that leaked into Evergreen's water supply years earl...,The provided context mentions that John received a class-action settlement notice related to a chemi...,"the-ordinary-tuesday.txt, the-quiet-clockwork-of-john-doe.txt, the-wedding-that-wasnt.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-library-of-small-disappointments.txt, the-last-book.txt, the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-library-of-small-disappointments.txt",the-ordinary-tuesday.txt,13.423271179199219,15,medium,0.0,0.41626794258373206,0.3684210526315789,1.4166666666666667,0.75,0.9019458732173837,1.0,1.0,1.0,1.0,1.0,1.0,0.06666666666666667,0,0.9333333333333333,1.0
What happened to John's sister Mara?,She was diagnosed with an aggressive form of leukemia and given months to live. John traveled to be ...,"According to the provided context in ""The Quiet Clockwork of John Doe,"" John's sister Mara was diagn...","the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-wedding-that-wasnt.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-ordinary-tuesday.txt, the-library-of-small-disappointments.txt, the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-last-book.txt, the-library-of-small-disappointments.txt",the-quiet-clockwork-of-john-doe.txt,14.030224800109863,15,medium,0.0,0.10784313725490197,0.18666666666666668,2.0,0.45,0.7863440370244574,1.0,1.0,0.5,1.0,1.0,1.0,0.2,0,0.9333333333333333,1.0
What was John's diagnosis at age 32 and how did he react?,"He was diagnosed with stage IV pancreatic cancer. He reacted with calm acceptance, asking only 'How ...","The provided context mentions that John Doe was thirty-two when the diagnosis came, delivered by an ...","the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt, the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-wedding-that-wasnt.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-last-book.txt, the-library-of-small-disappointments.txt, the-calm-storm-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-library-of-small-disappointments.txt",the-uninvited-guest.txt,13.793160200119019,15,medium,0.0,0.200339558573854,0.21212121212121213,1.935483870967742,0.5,0.8576567366085805,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0,0.9333333333333333,1.0
What did John do the day after losing his library job?,"The day after losing his job, John sat at his desk and wrote notes, then planned to apply for three ...",The provided context does not contain information about what John did the day after losing his libra...,"the-library-of-small-disappointments.txt, the-calm-storm-of-john-doe.txt, the-last-book.txt, the-calm-storm-of-john-doe.txt, the-library-of-small-disappointments.txt, the-ordinary-tuesday.txt, the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-uninvited-guest.txt, the-wedding-that-wasnt.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt",the-library-of-small-disappointments.txt,13.127731800079346,15,medium,0.0,0.17842323651452283,0.1746031746031746,1.9,0.25,0.732150819809174,1.0,1.0,1.0,1.0,1.0,1.0,0.13333333333333333,0,0.9333333333333333,1.0
How did Mara die and what was John's immediate action?,Mara died quietly while John was reading to her from a chapter on the indifference of the stars. He ...,The provided context does not contain information about Mara's death or John's immediate action rega...,"the-uninvited-guest.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-wedding-that-wasnt.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt, the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-last-book.txt, the-quiet-clockwork-of-john-doe.txt, the-library-of-small-disappointments.txt, the-uninvited-guest.txt, the-library-of-small-disappointments.txt",the-quiet-clockwork-of-john-doe.txt,11.755940914154053,15,medium,0.0,0.203125,0.02631578947368421,0.6153846153846154,0.13333333333333333,0.6805561182073776,1.0,1.0,0.16666666666666666,0.0,0.0,1.0,0.2,0,0.9333333333333333,1.0
What did John say about fear to Mara?,"John said to Mara that fear is just the body’s last honest opinion, but she would find out whether t...",The provided context does not contain information about John saying anything about fear to someone n...,"the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-wedding-that-wasnt.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt, the-last-book.txt, the-library-of-small-disappointments.txt, the-uninvited-guest.txt, the-library-of-small-disappointments.txt",the-quiet-clockwork-of-john-doe.txt,11.699870109558105,15,medium,0.0,0.25984251968503935,0.10526315789473684,0.6071428571428571,0.16666666666666666,0.658912946372666,1.0,1.0,0.125,0.0,0.0,1.0,0.2,0,0.9333333333333333,1.0
What did John do with Mara's hospital bracelet?,John added Mara's hospital bracelet to his mementos box labeled 'Act III' after her death.,He added one more item to the small wooden box where he kept mementos: Mara’s hospital bracelet. He ...,"the-quiet-clockwork-of-john-doe.txt, the-wedding-that-wasnt.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-ordinary-tuesday.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-library-of-small-disappointments.txt, the-last-book.txt, the-uninvited-guest.txt, the-library-of-small-disappointments.txt",the-quiet-clockwork-of-john-doe.txt,12.829902172088623,15,medium,0.0,0.48945147679324896,0.14705882352941177,1.8,0.45454545454545453,0.9013049084732232,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0,0.9333333333333333,1.0
