question,expected_answer,generated_answer,retrieved_docs,expected_docs,response_time,retrieval_count,difficulty,AnswerEvaluator_exact_match,AnswerEvaluator_sequence_similarity,AnswerEvaluator_word_overlap,AnswerEvaluator_answer_length_ratio,AnswerEvaluator_keyword_match,AnswerEvaluator_semantic_similarity,AnswerEvaluator_faithfulness,RetrievalEvaluator_context_match,RetrievalEvaluator_mean_reciprocal_rank,RetrievalEvaluator_recall_at_3,RetrievalEvaluator_recall_at_5,RetrievalEvaluator_recall_at_10,RetrievalEvaluator_precision_at_10,PerformanceEvaluator_response_time_score,PerformanceEvaluator_retrieval_waste,PerformanceEvaluator_answer_provided
What did John do with the pigeons after the house fire?,John fed crumbs from a stale sandwich to pigeons after the house fire.,The provided context does not contain information about what happened to the pigeons after the house...,"the-calm-storm-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-wedding-that-wasnt.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-last-book.txt, the-uninvited-guest.txt, the-ordinary-tuesday.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt",the-calm-storm-of-john-doe.txt,7.870478868484497,10,easy,0.0,0.2484472049689441,0.35135135135135137,2.0,1.0,0.8305854185786616,0.0,1.0,1.0,1.0,1.0,1.0,0.2,0,0.9,1.0
What type of clocks did John start collecting after the fire?,John started collecting digital clocks after the fire.,The provided context does not explicitly state that John started collecting clocks again after the f...,"the-calm-storm-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-last-book.txt, the-uninvited-guest.txt, the-wedding-that-wasnt.txt, the-ordinary-tuesday.txt, the-library-of-small-disappointments.txt, the-uninvited-guest.txt",the-calm-storm-of-john-doe.txt,7.233788728713989,10,easy,0.0,0.21108179419525067,0.19047619047619047,2.0,1.0,0.819636806816018,0.0,1.0,1.0,1.0,1.0,1.0,0.2,0,0.9,1.0
What book was John packing last in the archive?,John was packing a 17th-century edition of Montaigne’s Essays last.,The provided context does not contain information to answer this question about which specific book ...,"the-last-book.txt, the-ordinary-tuesday.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-library-of-small-disappointments.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt",the-last-book.txt,7.811583042144775,10,easy,0.0,0.18565400843881857,0.0967741935483871,2.0,0.5714285714285714,0.7892159346088752,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0,0.9,1.0
What phrase was in the last book John packed?,The phrase 'Que sçay-je?' (What do I know?) was in the last book.,*“Que sçay-je?”* — What do I know?,"the-last-book.txt, the-ordinary-tuesday.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-wedding-that-wasnt.txt, the-calm-storm-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-library-of-small-disappointments.txt",the-last-book.txt,6.150054931640625,10,easy,0.0,0.5656565656565656,0.11764705882352941,0.5384615384615384,0.0,0.8341020789857865,0.0,1.0,1.0,1.0,1.0,1.0,0.1,0,0.9,1.0
How long did John spend packing volumes in the archive?,John spent the last three weeks packing volumes in the archive.,"The context mentions that John spent ""the last three weeks of the archive’s open life"" packing volum...","the-last-book.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-library-of-small-disappointments.txt, the-library-of-small-disappointments.txt, the-calm-storm-of-john-doe.txt",the-last-book.txt,7.035239219665527,10,easy,0.0,0.37545126353790614,0.22857142857142856,2.0,0.875,0.7301747080014507,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0,0.9,1.0
What did John keep from the archive as a private act?,John kept the call number of Montaigne’s Essays as a private act.,The provided context does not explicitly state what John kept from the archive as a private act. How...,"the-last-book.txt, the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-library-of-small-disappointments.txt, the-library-of-small-disappointments.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt, the-wedding-that-wasnt.txt, the-uninvited-guest.txt",the-last-book.txt,7.383069038391113,10,easy,0.0,0.2452316076294278,0.21739130434782608,2.0,0.875,0.7402878136570284,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.1,0,0.9,1.0
Who was the head librarian at Evergreen Public Library?,Mrs. Hargrove was the head librarian at Evergreen Public Library.,The provided context does not contain information to answer this question about who the head librari...,"the-library-of-small-disappointments.txt, the-library-of-small-disappointments.txt, the-last-book.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt",the-library-of-small-disappointments.txt,6.888719081878662,10,easy,0.0,0.14330218068535824,0.21621621621621623,2.0,0.8571428571428571,0.8383401627023903,0.5,1.0,1.0,1.0,1.0,1.0,0.2,0,0.9,1.0
How many positions were eliminated at the library?,Three positions were eliminated at the library.,"The provided context mentions that Mrs. Hargrove said, ""Three. Yours included."" when John asked how ...","the-library-of-small-disappointments.txt, the-last-book.txt, the-library-of-small-disappointments.txt, the-calm-storm-of-john-doe.txt, the-ordinary-tuesday.txt, the-uninvited-guest.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt",the-library-of-small-disappointments.txt,6.697356700897217,10,easy,0.0,0.3836734693877551,0.28,2.0,1.0,0.812017040788178,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0,0.9,1.0
What was the rare-book dealer's unusual requirement?,The rare-book dealer required a handwritten essay on why dust is noble.,The context mentions that the rare-book dealer required applicants to submit a handwritten essay on ...,"the-library-of-small-disappointments.txt, the-ordinary-tuesday.txt, the-library-of-small-disappointments.txt, the-last-book.txt, the-wedding-that-wasnt.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt",the-library-of-small-disappointments.txt,6.473333358764648,10,easy,0.0,0.7513227513227513,0.6666666666666666,1.5833333333333333,1.0,0.9003968730164413,0.0,1.0,1.0,1.0,1.0,1.0,0.2,0,0.9,1.0
What did John note about dust in his new job?,John decided that the dust was rather noble in his new job.,The provided context does not contain information to answer this question regarding what John noted ...,"the-library-of-small-disappointments.txt, the-library-of-small-disappointments.txt, the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-last-book.txt",the-library-of-small-disappointments.txt,6.8113853931427,10,easy,0.0,0.11731843575418995,0.16326530612244897,2.0,0.7142857142857143,0.7293150507428401,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0,0.9,1.0
How did John react to the school bus accident compared to others?,"While others were shaken and counselors offered group hugs, John reacted with philosophical detachme...","John reacted calmly to the school bus accident. He noted in his journal that ""Accidents are life's w...","the-absurd-adolescence-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-ordinary-tuesday.txt, the-uninvited-guest.txt, the-wedding-that-wasnt.txt, the-library-of-small-disappointments.txt, the-uninvited-guest.txt",the-absurd-adolescence-of-john-doe.txt,7.439677953720093,10,medium,0.0,0.1811965811965812,0.21739130434782608,1.7352941176470589,0.5,0.7597388018076934,0.0,1.0,1.0,1.0,1.0,1.0,0.2,0,0.9,1.0
How did John react when his house burned down?,"He remained calm and philosophical, saying 'it seems the house has decided to retire early' and noti...","John stood there, hands in his pockets, watching the smoke curl lazily into the sky like a sigh from...","the-calm-storm-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-wedding-that-wasnt.txt, the-absurd-adolescence-of-john-doe.txt, the-ordinary-tuesday.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt",the-calm-storm-of-john-doe.txt,7.94087815284729,10,medium,0.0,0.025495750708215296,0.1590909090909091,2.0,0.35,0.8717537498857024,0.0,1.0,1.0,1.0,1.0,1.0,0.2,0,0.9,1.0
Why did the university archive close and what book was John packing last?,The university decided to digitize everything and close the physical stacks. The last book John pack...,The context mentions that the university decided to digitize everything and close the physical stack...,"the-last-book.txt, the-ordinary-tuesday.txt, the-library-of-small-disappointments.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-library-of-small-disappointments.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt",the-last-book.txt,7.969489574432373,10,medium,0.0,0.4326923076923077,0.265625,1.875,0.6190476190476191,0.8124104043106256,0.6,1.0,1.0,1.0,1.0,1.0,0.1,0,0.9,1.0
What settlement notice did John receive when he was 53?,A class-action settlement from a chemical plant that leaked into Evergreen's water supply years earl...,The provided context mentions that John received a class-action settlement notice related to a chemi...,"the-ordinary-tuesday.txt, the-quiet-clockwork-of-john-doe.txt, the-wedding-that-wasnt.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-library-of-small-disappointments.txt, the-last-book.txt, the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt",the-ordinary-tuesday.txt,7.237169981002808,10,medium,0.0,0.3420523138832998,0.3125,2.0,0.75,0.8777628099653992,0.0,1.0,1.0,1.0,1.0,1.0,0.1,0,0.9,1.0
What happened to John's sister Mara?,She was diagnosed with an aggressive form of leukemia and given months to live. John traveled to be ...,"Mara was diagnosed with an aggressive form of leukemia and passed away three weeks later, quietly, w...","the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-wedding-that-wasnt.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-ordinary-tuesday.txt",the-quiet-clockwork-of-john-doe.txt,6.80195426940918,10,medium,0.0,0.4668587896253602,0.3,0.9375,0.5,0.8805284545909212,0.0,1.0,0.5,1.0,1.0,1.0,0.2,0,0.9,1.0
What was John's diagnosis at age 32 and how did he react?,"He was diagnosed with stage IV pancreatic cancer. He reacted with calm acceptance, asking only 'How ...",The provided context does not contain information to answer this question about John's diagnosis at ...,"the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt, the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-wedding-that-wasnt.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-last-book.txt",the-uninvited-guest.txt,7.909065008163452,10,medium,0.0,0.07092198581560284,0.18292682926829268,2.0,0.5,0.8156476537848668,0.0,1.0,1.0,1.0,1.0,1.0,0.2,0,0.9,1.0
What did John do the day after losing his library job?,"The day after losing his job, John sat at his desk and wrote notes, then planned to apply for three ...",The provided context does not contain information about what John did the day after losing his libra...,"the-library-of-small-disappointments.txt, the-calm-storm-of-john-doe.txt, the-last-book.txt, the-calm-storm-of-john-doe.txt, the-library-of-small-disappointments.txt, the-ordinary-tuesday.txt, the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt",the-library-of-small-disappointments.txt,7.390803813934326,10,medium,0.0,0.1476510067114094,0.1724137931034483,1.7,0.1875,0.7275483032533039,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0,0.9,1.0
How did Mara die and what was John's immediate action?,Mara died quietly while John was reading to her from a chapter on the indifference of the stars. He ...,"Mara died three weeks later, quietly, while John was reading aloud from a chapter on the indifferenc...","the-uninvited-guest.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-wedding-that-wasnt.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt, the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt",the-quiet-clockwork-of-john-doe.txt,7.4221203327178955,10,medium,0.0,0.45264847512038525,0.3235294117647059,2.0,1.0,0.8417359745483425,0.0,1.0,0.16666666666666666,0.0,0.0,1.0,0.2,0,0.9,1.0
What did John say about fear to Mara?,"John said to Mara that fear is just the body’s last honest opinion, but she would find out whether t...","John said to Mara, ""Fear is just the body's last honest opinion. But look at it this way: you're abo...","the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-wedding-that-wasnt.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt",the-quiet-clockwork-of-john-doe.txt,6.932884454727173,10,medium,0.0,0.3189873417721519,0.38,1.6785714285714286,0.7777777777777778,0.8324728370406173,0.0,1.0,0.125,0.0,0.0,1.0,0.3,0,0.9,1.0
What did John do with Mara's hospital bracelet?,John added Mara's hospital bracelet to his mementos box labeled 'Act III' after her death.,"He added it to a small wooden box where he kept mementos and labeled it ""Act III"".","the-quiet-clockwork-of-john-doe.txt, the-wedding-that-wasnt.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-ordinary-tuesday.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt",the-quiet-clockwork-of-john-doe.txt,6.3245368003845215,10,medium,0.0,0.4883720930232558,0.2,1.1333333333333333,0.2727272727272727,0.781473772137816,0.0,1.0,1.0,1.0,1.0,1.0,0.3,0,0.9,1.0
How did the oncologist describe John's prognosis?,The oncologist described John's prognosis as statistics that hovered between 'slim' and 'theoretical...,"The context mentions that the oncologist spoke in measured sentences, offering statistics that hover...","the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-wedding-that-wasnt.txt, the-uninvited-guest.txt, the-ordinary-tuesday.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-last-book.txt, the-calm-storm-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt",the-uninvited-guest.txt,6.5418102741241455,10,medium,0.0,0.5591397849462365,0.25,1.0555555555555556,0.38461538461538464,0.7752757852099514,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0,0.9,1.0
What adjustments did John make after his diagnosis?,John adjusted his routine by fifteen minutes each morning to accommodate the new fatigue and continu...,The provided context mentions that John adjusted his routine by fifteen minutes each morning to acco...,"the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-ordinary-tuesday.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-wedding-that-wasnt.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt",the-uninvited-guest.txt,6.766608238220215,10,medium,0.0,0.6885245901639344,0.4827586206896552,1.1904761904761905,0.6428571428571429,0.9094030636465354,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0,0.9,1.0
What note did John leave in his cupboard?,"John left a note saying: 'If you’re reading this, the coffee is probably stale. Make a new pot anywa...",The provided context does not contain information about what note was left in John's cupboard. Howev...,"the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-last-book.txt, the-ordinary-tuesday.txt, the-library-of-small-disappointments.txt",the-uninvited-guest.txt,7.291754245758057,10,medium,0.0,0.5403377110694184,0.375,2.0,0.8947368421052632,0.8815143246296944,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.2,0,0.9,1.0
What did John do after the wedding was called off?,"John went to the church, waited twenty minutes for a miracle, then walked out, bought a pretzel, ate...",The provided context does not contain information about what John did immediately after the wedding ...,"the-wedding-that-wasnt.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt, the-ordinary-tuesday.txt, the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-last-book.txt",the-wedding-that-wasnt.txt,8.85317325592041,10,medium,0.0,0.19216182048040456,0.16666666666666666,2.0,0.6,0.7228829915070822,0.0,1.0,1.0,1.0,1.0,1.0,0.1,0,0.9,1.0
What did John say to the vendor about the rose?,"John said the rose worked perfectly, as it reminded him that beauty doesn’t always come with permane...","The provided context mentions that when the street vendor asked if the rose didn't work out, John re...","the-wedding-that-wasnt.txt, the-uninvited-guest.txt, the-ordinary-tuesday.txt, the-calm-storm-of-john-doe.txt, the-library-of-small-disappointments.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-library-of-small-disappointments.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt",the-wedding-that-wasnt.txt,7.262919902801514,10,medium,0.0,0.6357615894039735,0.35294117647058826,1.8823529411764706,0.8461538461538461,0.8615751847880109,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0,0.9,1.0
What did John keep from the archive and why?,"John kept a slip of paper with the call number of Montaigne’s Essays as a small, private act of defi...",The provided context does not contain information on what exactly John kept from the archive. Howeve...,"the-last-book.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt, the-library-of-small-disappointments.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-ordinary-tuesday.txt",the-last-book.txt,8.385137796401978,10,medium,0.0,0.1447721179624665,0.11627906976744186,2.0,0.5333333333333333,0.6412657391334143,0.6,1.0,1.0,1.0,1.0,1.0,0.1,0,0.9,1.0
What did John say about missing the books?,"John said missing is just another way of remembering, and remembering is free.","John said, ""I already do"" (missing the books), but then added, ""But missing is just another way of r...","the-last-book.txt, the-calm-storm-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-ordinary-tuesday.txt, the-uninvited-guest.txt, the-library-of-small-disappointments.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt",the-last-book.txt,6.455817937850952,10,medium,0.0,0.7162790697674418,0.36,1.7692307692307692,0.875,0.863197097008968,0.0,1.0,1.0,1.0,1.0,1.0,0.1,0,0.9,1.0
