question,expected_answer,generated_answer,retrieved_docs,expected_docs,response_time,retrieval_count,difficulty,AnswerEvaluator_exact_match,AnswerEvaluator_sequence_similarity,AnswerEvaluator_word_overlap,AnswerEvaluator_answer_length_ratio,AnswerEvaluator_keyword_match,AnswerEvaluator_semantic_similarity,AnswerEvaluator_faithfulness,RetrievalEvaluator_context_match,RetrievalEvaluator_mean_reciprocal_rank,RetrievalEvaluator_recall_at_3,RetrievalEvaluator_recall_at_5,RetrievalEvaluator_recall_at_10,RetrievalEvaluator_precision_at_10,PerformanceEvaluator_response_time_score,PerformanceEvaluator_retrieval_waste,PerformanceEvaluator_answer_provided
What did John do with the pigeons after the house fire?,John fed crumbs from a stale sandwich to pigeons after the house fire.,"According to the context, after feeding them crumbs from a stale sandwich, John continued to feed pi...","the-calm-storm-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-wedding-that-wasnt.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-last-book.txt, the-uninvited-guest.txt, the-ordinary-tuesday.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-library-of-small-disappointments.txt, the-quiet-clockwork-of-john-doe.txt, the-library-of-small-disappointments.txt",the-calm-storm-of-john-doe.txt,6.205756187438965,15,easy,0.0,0.2175226586102719,0.2894736842105263,2.0,1.0,0.8535685907539132,0.0,1.0,1.0,1.0,1.0,1.0,0.2,0,0.9333333333333333,1.0
What type of clocks did John start collecting after the fire?,John started collecting digital clocks after the fire.,The provided context does not contain information about what type of clocks John started collecting ...,"the-calm-storm-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-last-book.txt, the-uninvited-guest.txt, the-wedding-that-wasnt.txt, the-ordinary-tuesday.txt, the-library-of-small-disappointments.txt, the-uninvited-guest.txt, the-library-of-small-disappointments.txt, the-absurd-adolescence-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt",the-calm-storm-of-john-doe.txt,6.655214786529541,15,easy,0.0,0.23367697594501718,0.23529411764705882,2.0,1.0,0.8502965268102731,0.0,1.0,1.0,1.0,1.0,1.0,0.2,0,0.9333333333333333,1.0
What book was John packing last in the archive?,John was packing a 17th-century edition of Montaigne’s Essays last.,The provided context does not contain information to answer this question about which specific book ...,"the-last-book.txt, the-ordinary-tuesday.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-library-of-small-disappointments.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-wedding-that-wasnt.txt, the-library-of-small-disappointments.txt, the-quiet-clockwork-of-john-doe.txt",the-last-book.txt,8.228403568267822,15,easy,0.0,0.18565400843881857,0.0967741935483871,2.0,0.5714285714285714,0.7892159346088752,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0,0.9333333333333333,1.0
What phrase was in the last book John packed?,The phrase 'Que sçay-je?' (What do I know?) was in the last book.,The provided context mentions that inside the last carton John packed lay a 17th-century edition of ...,"the-last-book.txt, the-ordinary-tuesday.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-wedding-that-wasnt.txt, the-calm-storm-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-library-of-small-disappointments.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-library-of-small-disappointments.txt, the-uninvited-guest.txt",the-last-book.txt,6.1782121658325195,15,easy,0.0,0.2992125984251969,0.10526315789473684,2.0,0.14285714285714285,0.7254339813216373,0.0,1.0,1.0,1.0,1.0,1.0,0.1,0,0.9333333333333333,1.0
How long did John spend packing volumes in the archive?,John spent the last three weeks packing volumes in the archive.,"The context mentions that John spent ""the last three weeks"" of the archive's open life packing volum...","the-last-book.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-library-of-small-disappointments.txt, the-library-of-small-disappointments.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-wedding-that-wasnt.txt",the-last-book.txt,7.1118738651275635,15,easy,0.0,0.20317460317460317,0.16279069767441862,2.0,0.875,0.7060215676829593,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0,0.9333333333333333,1.0
What did John keep from the archive as a private act?,John kept the call number of Montaigne’s Essays as a private act.,"The provided context does not contain information to answer this question fully. However, it mention...","the-last-book.txt, the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-library-of-small-disappointments.txt, the-library-of-small-disappointments.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt, the-wedding-that-wasnt.txt, the-uninvited-guest.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt",the-last-book.txt,7.664537668228149,15,easy,0.0,0.2553191489361702,0.15,2.0,0.75,0.6844221247132056,0.75,1.0,1.0,1.0,1.0,1.0,0.1,0,0.9333333333333333,1.0
Who was the head librarian at Evergreen Public Library?,Mrs. Hargrove was the head librarian at Evergreen Public Library.,The provided context does not contain information about who the head librarian was before Mrs. Hargr...,"the-library-of-small-disappointments.txt, the-library-of-small-disappointments.txt, the-last-book.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-wedding-that-wasnt.txt, the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt",the-library-of-small-disappointments.txt,7.1165807247161865,15,easy,0.0,0.11550151975683891,0.13953488372093023,2.0,0.5714285714285714,0.7920486206609032,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0,0.9333333333333333,1.0
How many positions were eliminated at the library?,Three positions were eliminated at the library.,"The provided context mentions that Mrs. Hargrove said, ""Three. Yours included."" when John asked how ...","the-library-of-small-disappointments.txt, the-last-book.txt, the-library-of-small-disappointments.txt, the-calm-storm-of-john-doe.txt, the-ordinary-tuesday.txt, the-uninvited-guest.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-wedding-that-wasnt.txt, the-absurd-adolescence-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt",the-library-of-small-disappointments.txt,7.16987419128418,15,easy,0.0,0.3836734693877551,0.28,2.0,1.0,0.812017040788178,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0,0.9333333333333333,1.0
What was the rare-book dealer's unusual requirement?,The rare-book dealer required a handwritten essay on why dust is noble.,The context mentions that the rare-book dealer required applicants to submit a handwritten essay on ...,"the-library-of-small-disappointments.txt, the-ordinary-tuesday.txt, the-library-of-small-disappointments.txt, the-last-book.txt, the-wedding-that-wasnt.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt",the-library-of-small-disappointments.txt,6.611933469772339,15,easy,0.0,0.7513227513227513,0.6666666666666666,1.5833333333333333,1.0,0.9003968730164413,0.0,1.0,1.0,1.0,1.0,1.0,0.2,0,0.9333333333333333,1.0
What did John note about dust in his new job?,John decided that the dust was rather noble in his new job.,The provided context does not contain information about what John noted about dust in his new job. H...,"the-library-of-small-disappointments.txt, the-library-of-small-disappointments.txt, the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-last-book.txt, the-wedding-that-wasnt.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt",the-library-of-small-disappointments.txt,6.971661806106567,15,easy,0.0,0.11731843575418995,0.1702127659574468,2.0,0.7142857142857143,0.7387722859463468,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0,0.9333333333333333,1.0
How did John react to the school bus accident compared to others?,"While others were shaken and counselors offered group hugs, John reacted with philosophical detachme...","John reacted calmly and philosophically to the school bus accident. He noted in his journal that ""Ac...","the-absurd-adolescence-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-ordinary-tuesday.txt, the-uninvited-guest.txt, the-wedding-that-wasnt.txt, the-library-of-small-disappointments.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-last-book.txt, the-uninvited-guest.txt, the-library-of-small-disappointments.txt",the-absurd-adolescence-of-john-doe.txt,8.300477027893066,15,medium,0.0,0.021447721179624665,0.1839080459770115,2.0,0.5384615384615384,0.7667383888931871,0.0,1.0,1.0,1.0,1.0,1.0,0.2,0,0.9333333333333333,1.0
How did John react when his house burned down?,"He remained calm and philosophical, saying 'it seems the house has decided to retire early' and noti...","John stood there, hands in his pockets, watching the smoke curl lazily into the sky like a sigh from...","the-calm-storm-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-wedding-that-wasnt.txt, the-absurd-adolescence-of-john-doe.txt, the-ordinary-tuesday.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt, the-last-book.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-library-of-small-disappointments.txt, the-library-of-small-disappointments.txt",the-calm-storm-of-john-doe.txt,8.086626768112183,15,medium,0.0,0.02,0.14444444444444443,2.0,0.35,0.8694218141392135,0.0,1.0,1.0,1.0,1.0,1.0,0.2,0,0.9333333333333333,1.0
Why did the university archive close and what book was John packing last?,The university decided to digitize everything and close the physical stacks. The last book John pack...,The provided context does not contain information to answer this question about why the university a...,"the-last-book.txt, the-ordinary-tuesday.txt, the-library-of-small-disappointments.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-library-of-small-disappointments.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-wedding-that-wasnt.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt",the-last-book.txt,8.278665542602539,15,medium,0.0,0.3941176470588235,0.2328767123287671,2.0,0.6190476190476191,0.8067485359152012,0.0,1.0,1.0,1.0,1.0,1.0,0.1,0,0.9333333333333333,1.0
What settlement notice did John receive when he was 53?,A class-action settlement from a chemical plant that leaked into Evergreen's water supply years earl...,The provided context mentions that John received a class-action settlement notice related to a chemi...,"the-ordinary-tuesday.txt, the-quiet-clockwork-of-john-doe.txt, the-wedding-that-wasnt.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-library-of-small-disappointments.txt, the-last-book.txt, the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-library-of-small-disappointments.txt",the-ordinary-tuesday.txt,7.3234453201293945,15,medium,0.0,0.3420523138832998,0.3125,2.0,0.75,0.8777628099653992,0.0,1.0,1.0,1.0,1.0,1.0,0.1,0,0.9333333333333333,1.0
What happened to John's sister Mara?,She was diagnosed with an aggressive form of leukemia and given months to live. John traveled to be ...,"Mara was diagnosed with an aggressive form of leukemia. She died three weeks later, quietly, while J...","the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-wedding-that-wasnt.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-uninvited-guest.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-ordinary-tuesday.txt, the-library-of-small-disappointments.txt, the-calm-storm-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-last-book.txt, the-library-of-small-disappointments.txt",the-quiet-clockwork-of-john-doe.txt,6.703118085861206,15,medium,0.0,0.4633431085043988,0.3076923076923077,0.90625,0.55,0.8897003009742646,0.0,1.0,0.5,1.0,1.0,1.0,0.2,0,0.9333333333333333,1.0
What was John's diagnosis at age 32 and how did he react?,"He was diagnosed with stage IV pancreatic cancer. He reacted with calm acceptance, asking only 'How ...",The provided context does not contain information to answer this question about John's diagnosis at ...,"the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt, the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-wedding-that-wasnt.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-last-book.txt, the-library-of-small-disappointments.txt, the-calm-storm-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-library-of-small-disappointments.txt",the-uninvited-guest.txt,8.258495807647705,15,medium,0.0,0.07092198581560284,0.18292682926829268,2.0,0.5,0.8156476537848668,0.0,1.0,1.0,1.0,1.0,1.0,0.2,0,0.9333333333333333,1.0
What did John do the day after losing his library job?,"The day after losing his job, John sat at his desk and wrote notes, then planned to apply for three ...",The provided context does not contain information about what John did the day after losing his libra...,"the-library-of-small-disappointments.txt, the-calm-storm-of-john-doe.txt, the-last-book.txt, the-calm-storm-of-john-doe.txt, the-library-of-small-disappointments.txt, the-ordinary-tuesday.txt, the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-uninvited-guest.txt, the-wedding-that-wasnt.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt",the-library-of-small-disappointments.txt,7.378498315811157,15,medium,0.0,0.1476510067114094,0.1724137931034483,1.7,0.1875,0.7275483032533039,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0,0.9333333333333333,1.0
How did Mara die and what was John's immediate action?,Mara died quietly while John was reading to her from a chapter on the indifference of the stars. He ...,"The provided context does not contain information on how Mara died. However, it mentions that she di...","the-uninvited-guest.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-wedding-that-wasnt.txt, the-absurd-adolescence-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt, the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-last-book.txt, the-quiet-clockwork-of-john-doe.txt, the-library-of-small-disappointments.txt, the-uninvited-guest.txt, the-library-of-small-disappointments.txt",the-quiet-clockwork-of-john-doe.txt,6.715457916259766,15,medium,0.0,0.35918367346938773,0.288135593220339,2.0,0.6666666666666666,0.8621054004032571,0.0,1.0,0.16666666666666666,0.0,0.0,1.0,0.2,0,0.9333333333333333,1.0
What did John say about fear to Mara?,"John said to Mara that fear is just the body’s last honest opinion, but she would find out whether t...","John said to Mara, ""Fear is just the body's last honest opinion. But look at it this way: you're abo...","the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-absurd-adolescence-of-john-doe.txt, the-calm-storm-of-john-doe.txt, the-wedding-that-wasnt.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-ordinary-tuesday.txt, the-last-book.txt, the-library-of-small-disappointments.txt, the-uninvited-guest.txt, the-library-of-small-disappointments.txt",the-quiet-clockwork-of-john-doe.txt,7.453738212585449,15,medium,0.0,0.3189873417721519,0.38,1.6785714285714286,0.7777777777777778,0.8324728370406173,0.0,1.0,0.125,0.0,0.0,1.0,0.3,0,0.9333333333333333,1.0
What did John do with Mara's hospital bracelet?,John added Mara's hospital bracelet to his mementos box labeled 'Act III' after her death.,"He added it to a small wooden box where he kept mementos and labeled it ""Act III"".","the-quiet-clockwork-of-john-doe.txt, the-wedding-that-wasnt.txt, the-quiet-clockwork-of-john-doe.txt, the-quiet-clockwork-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-uninvited-guest.txt, the-ordinary-tuesday.txt, the-calm-storm-of-john-doe.txt, the-uninvited-guest.txt, the-calm-storm-of-john-doe.txt, the-absurd-adolescence-of-john-doe.txt, the-library-of-small-disappointments.txt, the-last-book.txt, the-uninvited-guest.txt, the-library-of-small-disappointments.txt",the-quiet-clockwork-of-john-doe.txt,6.598955869674683,15,medium,0.0,0.4883720930232558,0.2,1.1333333333333333,0.2727272727272727,0.781473772137816,0.0,1.0,1.0,1.0,1.0,1.0,0.3,0,0.9333333333333333,1.0
